Actor Target ActorPosX ActorPosY Time
WGG_ OOOO 544 262 1207
WGG_ WRWB 544 201 1239
WGG_ WY__ 513 144 1247
WGG_ WW__ 492 140 1248
WGG_ XXXX 509 153 1277
WGG_ W_RG 417 167 1295
WBGR MMMM 501 450 13
WBGR XXXX 522 431 20
WBGR WYBG 545 466 33
WBGR WYBG 545 460 47
WBGR WGGG 497 465 114

WBGR XXXX 502 453 141
WBGR WYBG 522 471 148
WBGR WGGG 492 466 202
WBGR XXXX 508 455 216
WBGR WYBG 547 455 237
WBGR WYY_ 565 458 250
WBGR UUUU 578 434 292
WBGR WYY_ 615 483 303
WBGR WYBG 570 466 323
WBGR W___ 695 375 491
WBGR WBWY 686 368 628
WGGG WBGR 473 463 28
WGGG IIII 463 456 1167
WGGG IIII 463 456 1393
WGGW AAAA 279 305 1
WGGW WG__ 406 290 124
WGGW JJJJ 406 292 127
WGGW WG__ 411 278 131
WGGW JJJJ 421 278 137
WGGW WG__ 422 469 139
WGGW W_GY 372 312 361
WGGW W_W_ 318 297 466
WGGW WRWB 266 233 701
WGGW W_W_ 319 258 711
WGGW W_W_ 308 275 717
WGGW WRWB 306 273 720
WGGW W_GY 303 277 721
WGGW WRWB 295 265 728
WGGW WYYG 279 280 731
WGGW WWR_ 257 352 750
JJJJ WRWB 441 270 517
JJJJ WGG_ 455 340 899
JJJJ WYG_ 461 338 901
JJJJ WY_G 504 366 909
JJJJ WYG_ 519 373 914
JJJJ AAAA 533 377 917
JJJJ WYG_ 532 365 922
JJJJ OOOO 527 291 974
JJJJ WGG_ 500 291 980
JJJJ WRWB 527 183 1012
JJJJ WWY_ 517 186 1081
JJJJ WRWB 534 186 1153
JJJJ WGRB 525 188 1156
JJJJ WG_W 531 188 1158
JJJJ WRWB 542 186 1174
JJJJ WG_W 535 186 1176
WG__ W_W_ 305 248 145
WG__ AAAA 305 283 155
WG__ AAAA 299 282 162

WG__ WRWB 463 250 197
WG__ W_BG 491 213 208
WG__ _YYY 511 208 211
WG__ WY__ 485 181 230
WG__ WRGG 523 293 239
WG__ MMMM 477 208 261
WG__ WYG_ 477 194 263
WG__ WRWB 468 233 268
WG__ W_GY 409 288 297
WG__ WRWB 441 267 302
WG__ W_BG 463 240 324
WG__ WYRW 383 140 407
WG__ WWGY 378 156 409
WG__ WBGG 342 184 428
WG__ WWR_ 289 354 450
WG__ WGGG 46 482 623
WG__ WGGY 348 458 994
WG__ WYRW 330 461 1111
WG__ WGGY 272 461 1281
WG__ WGGG 452 474 1395
WG__ WYY_ 564 487 1505
WG__ W_GW 607 487 1511
WG__ WW__ 623 480 1543
WG__ W_GW 623 480 1546
WG__ WW__ 623 471 1603
WG__ WYY_ 603 463 1608
WWGY W__W 382 197 156
WWGY WGYW 374 164 169
WWGY WYRW 369 137 175
WWGY WGYW 373 137 175
WWGY WBGG 358 159 178
WWGY WGYW 373 148 180
WWGY WYRW 373 136 181
WWGY HHHH 378 136 182
WWGY WGYW 378 140 182
WWGY AAAA 290 212 201
WWGY W_WG 237 224 212
WWGY WYYG 258 267 288
WWGY W_WG 316 240 327
WWGY WBGG 307 203 361
WWGY WG__ 376 200 372
WWGY WYG_ 400 186 432
WWGY WGWY 411 130 461
WWGY WGRB 418 109 473
WWGY HHHH 385 88 492
WWGY WBYY 378 65 506
WWGY _R__ 373 71 507
WWGY HHHH 371 71 508
WWGY WBYY 360 71 510

WWGY _R__ 355 71 512
WWGY WBYY 346 71 550
WWGY _R__ 357 78 552
WWGY WYRW 365 88 553
WWGY AAAA 356 94 555
WWGY WYRW 362 94 556
WWGY WYRW 362 105 569
WWGY WYRW 379 116 606
WWGY WGRB 400 146 810
WWGY WRWB 408 176 847
WWGY WGWY 377 125 854
WWGY WRWB 404 130 862
WWGY WGRB 419 123 865
WWGY WGWY 382 116 869
WWGY _YYY 517 163 920
WWGY WW_W 494 137 921
WWGY WGRB 502 122 921
WWGY LLLL 499 95 922
WWGY WYWY 507 88 924
WWGY WGRB 516 96 927
WWGY WY__ 506 115 939
WWGY _YYY 516 111 940
WWGY _YYY 516 116 964
WWGY WY__ 510 122 966
WWGY _YYY 520 127 970
WWGY WY__ 525 133 970
WWGY WRWB 526 198 984
WWGY WYWY 542 115 1033
WWGY WRWB 533 164 1051
WWGY LLLL 481 26 1057
WWGY HHHH 382 94 1065
WWGY FFFF 370 112 1066
WWGY WBGW 300 98 1069
WWGY WGYW 277 103 1075
WWGY WYYB 294 117 1082
WWGY AAAA 288 143 1096
WWGY WBGG 294 178 1099
WWGY WYYG 260 240 1125
WWGY W_WG 246 303 1228
WWGY WYYB 246 191 1281
WWGY WYYR 303 86 1319
WWGY WYYR 316 89 1345
WWGY WBGW 275 89 1357
WWGY WBGW 244 98 1382
WWGY WBYY 305 90 1536
WWGY HHHH 305 90 1536
WWGY EEEE 300 78 1540
WWGY WYYR 343 87 1562
WWGY WBYY 306 87 1571

WWGY HHHH 318 94 1579
WWGY WYYB 318 105 1581
WWGY WBYY 322 76 1586
WWGY HHHH 321 98 1587
WWGY WW__ 427 47 1595
WWGY _YYY 434 71 1606
WWGY WGRB 436 77 1608
WWGY _YYY 436 71 1609
WWGY WYRW 436 121 1612
WWGY WGG_ 440 160 1616
WWGY WYG_ 459 190 1620
WWGY WRWB 490 172 1630
WWGY W_BG 518 186 1633
WWGY W__W 557 183 1636
WWGY W___ 646 160 1641
WWGY WRR_ 675 90 1783
WWGY WWRY 676 80 1784
HHHH WW__ 364 85 71
HHHH WYRW 362 90 170
HHHH WYRW 357 98 239
HHHH WYRW 357 98 242
HHHH WYRW 364 98 357
HHHH _R__ 361 98 364
HHHH XXXX 361 95 376
HHHH WWGY 363 94 510
HHHH _R__ 355 89 517
HHHH WWGY 364 87 519
HHHH WGYW 389 80 527
HHHH WYRW 387 83 529
HHHH WGYW 407 80 533
HHHH FFFF 417 74 539
HHHH WGYW 413 71 547
HHHH FFFF 413 62 553
HHHH FFFF 415 49 804
HHHH _YYY 423 49 810
HHHH _YYY 427 49 820
HHHH _YYY 423 49 865
HHHH _YYY 448 49 912
HHHH WG_W 463 49 920
HHHH WG_W 479 32 927
HHHH WW__ 478 32 935
HHHH WG_W 478 47 940
HHHH WW__ 486 30 941
HHHH WBYY 371 55 952
HHHH WBYY 362 51 966
HHHH _R__ 356 90 1004
HHHH WBYY 353 62 1045
HHHH EEEE 324 48 1143
HHHH WBYY 317 54 1146

HHHH EEEE 301 45 1354
HHHH WBYY 301 80 1377
HHHH EEEE 307 71 1382
HHHH WBYY 330 78 1403
HHHH WBYY 345 83 1408
HHHH WBYY 341 83 1465
HHHH WBYY 331 83 1517
HHHH WGRB 346 93 1571
HHHH _R__ 358 85 1574
HHHH WWGY 355 98 1590
HHHH WGRB 355 98 1591
HHHH WYYR 358 113 1606
HHHH _R__ 364 122 1660
HHHH WGG_ 391 153 1694
HHHH WYRW 396 146 1697
HHHH WYG_ 420 158 1701
HHHH WG_W 488 164 1708
HHHH W___ 515 161 1713
HHHH W_BG 523 174 1726
HHHH WYBG 531 154 1732
HHHH W_BG 535 178 1735
HHHH JJJJ 529 203 1738
HHHH W___ 492 162 1747
HHHH W___ 498 152 1755
HHHH W___ 513 167 1772
HHHH WGRB 499 118 1784
WGYW WGRB 419 137 11
WGYW WYG_ 419 142 72
WGYW HHHH 390 125 192
WGYW WYG_ 419 148 197
WGYW WW_W 488 156 207
WGYW WGRB 430 129 211
WGYW WW_W 466 141 215
WGYW WY__ 468 145 216
WGYW WGRB 402 124 223
WGYW WW_W 456 137 228
WGYW WY__ 470 144 230
WGYW WGRB 484 140 233
WGYW _R__ 480 132 235
WGYW WYG_ 453 160 240
WGYW WYG_ 400 164 252
WGYW WW_W 454 141 256
WGYW WYG_ 471 157 257
WGYW WY__ 471 157 257
WGYW WW_W 471 145 264
WGYW WY__ 471 145 265
WGYW W_RG 474 147 267
WGYW WYG_ 464 162 272
WGYW WGRB 445 133 300

WGYW WGRB 442 122 306
WGYW WW_W 442 122 306
WGYW WGRB 430 131 345
WGYW WGRB 438 79 358
WGYW HHHH 393 84 367
WGYW WG__ 427 134 389
WGYW WY__ 450 151 407
WGYW WW_W 455 139 411
WGYW WGRB 446 120 447
WGYW HHHH 400 97 522
WGYW WWGY 400 85 524
WGYW WBYY 381 55 546
WGYW WWGY 381 59 547
WGYW WGRB 436 79 563
WGYW _YYY 436 76 805
WGYW _R__ 372 103 821
WGYW WBYY 361 81 891
WGYW WBYY 357 77 904
WGYW _R__ 357 77 904
WGYW WBGW 361 92 928
WGYW W_RG 390 146 935
WGYW WBGW 352 128 950
WGYW WBGG 291 166 968
WGYW WYYB 266 166 971
WGYW WBGG 289 166 974
WGYW WBGW 272 112 1090
WGYW WBYY 299 96 1107
WGYW JJJJ 287 102 1136
WGYW JJJJ 294 115 1177
WGYW WBGW 308 108 1178
WGYW WBYY 308 93 1195
WGYW WBGW 312 110 1202
WGYW _R__ 319 79 1224
WGYW HHHH 318 78 1229
WGYW HHHH 309 72 1249
WGYW _R__ 315 92 1320
WGYW WBYY 315 85 1322
WGYW _R__ 321 85 1322
WGYW WBYY 316 82 1326
WGYW HHHH 334 60 1339
WGYW WGRB 425 83 1347
WGYW WW__ 444 69 1362
WGYW WYWY 539 84 1397
WGYW W_W_ 544 87 1434
WGYW WRGG 531 59 1526
WGYW WW__ 476 73 1534
WGYW WYRW 476 73 1534
WGYW LLLL 492 69 1542
WGYW _Y_B 492 82 1563

WGYW WYRW 486 82 1566
WGYW _Y_B 486 78 1569
WGYW LLLL 522 56 1673
WGYW _Y_B 506 62 1679
WGYW WRGG 497 62 1687
WGYW _Y_B 478 64 1708
WGYW _R__ 420 101 1751
WGYW WW__ 455 70 1757
WGYW WYWY 516 51 1774
W__W WG__ 421 235 4
W__W WRWB 427 238 222
W__W W_BG 466 235 244
W__W WYG_ 454 211 264
W__W XXXX 454 170 511
W__W W_BG 500 204 556
W__W PPPP 547 209 564
W__W PPPP 559 227 750
W__W WYBG 557 204 815
W__W WYBG 570 196 837
W__W WGRB 612 178 955
W__W WRWB 590 171 961
W__W WY_R 590 177 1214
W__W WRWB 582 156 1218
W__W WYBG 592 129 1221
W__W _YYY 582 133 1225
W__W WYBG 603 115 1424
W__W QQQQ 603 115 1424
W__W WGWY 593 127 1427
W__W WYBG 598 122 1444
W__W WRR_ 608 115 1447
W__W WYBG 611 120 1454
W__W WGWY 619 146 1500
W__W WYBG 601 146 1503
W__W WRR_ 618 109 1523
W__W QQQQ 604 116 1527
W__W WYBG 575 161 1587
W__W WY__ 579 171 1592
W__W WRWB 572 164 1614
WW__ HHHH 369 66 32
WW__ HHHH 365 63 65
WW__ HHHH 377 63 74
WW__ WG_W 463 50 84
WW__ WRGG 466 45 106
WW__ WG_W 476 24 111
WW__ WG_W 471 46 133
WW__ WG_W 450 51 136
WW__ WG_W 455 50 204
WW__ LLLL 477 23 219
WW__ _Y_B 480 8 795

WW__ WGRB 476 82 803
WW__ WW_W 470 82 810
WW__ _Y_B 473 77 811
WW__ WW_W 467 84 814
WW__ WG_W 492 69 816
WW__ LLLL 495 49 817
WW__ WG_W 498 55 820
WW__ _Y_B 481 53 821
WW__ FFFF 478 59 822
WW__ _YYY 518 164 829
WW__ W__W 519 182 835
WW__ W_BG 501 168 835
WW__ WRWB 473 166 838
WW__ WYG_ 464 175 842
WW__ WRWB 446 185 848
WW__ WYG_ 470 203 853
WW__ W_RG 464 193 856
WW__ WYG_ 472 197 858
WW__ XXXX 508 228 860
WW__ XXXX 528 245 866
WW__ OOOO 543 260 872
WW__ XXXX 536 258 879
WW__ WYG_ 499 275 884
WW__ OOOO 536 268 886
WW__ WRWB 521 231 901
WW__ W_W_ 352 254 958
WW__ WYRW 373 321 997
WW__ W_W_ 344 289 1002
WW__ WWY_ 338 331 1013
WW__ W_W_ 295 313 1056
WW__ W_W_ 343 269 1061
WW__ WBGG 341 257 1063
WW__ ZZZZ 315 239 1076
WW__ WYYB 297 169 1082
WW__ WGYW 297 169 1082
WW__ WWGY 296 154 1084
WW__ WGWY 262 130 1093
WW__ WBYY 299 85 1099
WW__ EEEE 305 68 1100
WW__ HHHH 366 50 1105
WW__ FFFF 481 28 1122
WW__ LLLL 478 30 1323
WW__ LLLL 481 41 1364
WW__ FFFF 480 21 1416
WW__ WRGG 480 40 1425
WW__ LLLL 478 44 1493
WW__ FFFF 482 38 1494
WW__ _Y_B 482 19 1557
WW__ _Y_B 448 53 1565

WW__ _Y_B 431 52 1595
WW__ _Y_B 431 56 1612
WW__ WBWY 388 55 1667
WW__ WYYR 365 68 1681
WW__ WBYY 350 82 1686
WW__ WBYY 291 119 1698
WW__ WYYB 281 157 1725
FFFF WBYY 325 70 50
FFFF WBYY 323 70 55
FFFF WBYY 326 70 60
FFFF _R__ 327 86 69
FFFF HHHH 328 74 110
FFFF WBYY 338 72 111
FFFF HHHH 345 77 113
FFFF WBYY 346 72 114
FFFF HHHH 341 75 118
FFFF WBYY 340 67 131
FFFF WBYY 338 59 217
FFFF WYRW 333 83 221
FFFF WBYY 337 70 224
FFFF WYRW 341 70 225
FFFF WBYY 330 65 227
FFFF _R__ 301 65 268
FFFF WBYY 311 54 270
FFFF WBGW 305 64 273
FFFF WBYY 313 57 275
FFFF _R__ 314 69 280
FFFF HHHH 345 74 281
FFFF WW__ 466 54 291
FFFF WG_W 466 54 291
FFFF LLLL 493 59 294
FFFF LLLL 528 52 314
FFFF LLLL 477 57 327
FFFF WBYY 377 68 336
FFFF LLLL 475 49 489
FFFF WW_W 465 80 578
FFFF LLLL 476 57 591
FFFF _Y_B 470 49 799
FFFF WGRB 432 81 808
FFFF _Y_B 462 75 816
FFFF WYWY 497 87 819
FFFF _Y_B 13 44 824
FFFF WW_W 14 1 841
FFFF HHHH 427 59 843
FFFF WGWY 398 69 847
FFFF _R__ 359 89 852
FFFF WYYR 334 89 854
FFFF _R__ 331 89 855
FFFF _R__ 331 94 871

FFFF WGRB 436 71 880
FFFF LLLL 492 49 885
FFFF WG_W 503 46 940
FFFF WYWY 537 63 946
FFFF WG_W 522 75 948
FFFF WWGY 513 89 951
FFFF _YYY 525 92 953
FFFF WWGY 522 96 954
FFFF WYWY 522 96 969
FFFF LLLL 483 47 982
FFFF _Y_B 503 30 1559
FFFF WRGG 529 63 1561
FFFF WYG_ 497 13 1749
FFFF _Y_B 495 20 1754
FFFF WBWY 485 33 1757
FFFF _Y_B 551 53 1777
FFFF _Y_B 601 230 1787
FFFF _Y_B 546 394 1793
WBYY WW__ 379 67 74
WBYY FFFF 363 48 116
WBYY XXXX 361 49 372
WBYY WGYW 345 65 845
WBYY HHHH 348 59 846
WBYY WGWY 351 65 894
WBYY WBGW 340 80 974
WBYY HHHH 344 59 975
WBYY WBGW 344 62 978
WBYY HHHH 352 57 1091
WBYY WW__ 318 80 1101
WBYY WYYR 317 82 1105
WBYY EEEE 303 60 1338
WBYY EEEE 306 63 1378
WBYY EEEE 318 52 1473
WBYY EEEE 318 52 1515
WBYY HHHH 325 70 1517
WBYY EEEE 298 59 1585
WBYY WWGY 326 79 1592
WBYY WW__ 337 71 1686
WY_G WYY_ 580 460 89
WY_G ZZZZ 580 460 90
WY_G WYY_ 579 456 104
WY_G XXXX 558 443 110
WY_G XXXX 558 441 123
WY_G XXXX 543 447 127
WY_G WBGR 553 436 182
WY_G ZZZZ 533 441 201
WY_G WYBG 549 441 206
WY_G XXXX 504 345 222
WY_G JJJJ 486 322 225

WY_G XXXX 500 321 228
WY_G JJJJ 494 310 229
WY_G PPPP 510 288 233
WY_G OOOO 528 271 234
WY_G PPPP 525 265 235
WY_G PPPP 514 265 247
WY_G WRWB 498 265 248
WY_G WGG_ 496 325 257
WY_G MMMM 493 396 320
WY_G WYBG 485 381 355
WY_G MMMM 485 388 390
WY_G MMMM 489 393 401
WY_G MMMM 493 393 783
WY_G AAAA 494 392 792
WY_G AAAA 494 393 842
WY_G XXXX 495 385 900
WY_G AAAA 500 385 901
WY_G AAAA 509 384 910
WY_G XXXX 506 388 913
WY_G MMMM 506 391 1185
WY_G MMMM 506 389 1215
WY_G MMMM 494 388 1230
WY_G JJJJ 508 315 1246
WY_G WBGG 508 293 1248
WY_G AAAA 413 256 1253
WY_G PPPP 519 261 1264
WY_G AAAA 495 296 1267
WY_G WBGG 466 234 1272
WY_G WYG_ 451 234 1274
WY_G W_GY 388 224 1294
WY_G WYG_ 397 229 1298
WY_G WYG_ 404 233 1365
WY_G WGGW 414 253 1369
WY_G WYG_ 414 270 1557
WY_G XXXX 409 272 1558
WY_G WBGG 408 236 1563
WY_G W_GY 382 257 1599
WY_G W_GY 398 246 1654
WY_G W_RG 408 246 1679
WY_G W_RG 390 307 1692
WY_G WGGW 379 332 1698
WY_G W_RG 381 355 1702
WY_G WBGG 394 345 1705
XXXX WY_G 564 422 103
XXXX WYG_ 566 415 107
XXXX WYBG 512 267 181
XXXX OOOO 550 305 224
XXXX OOOO 535 291 305
XXXX OOOO 539 298 417

XXXX WRWB 539 298 417
XXXX OOOO 519 277 505
XXXX AAAA 502 275 665
XXXX OOOO 519 277 669
XXXX AAAA 509 267 676
XXXX AAAA 505 267 709
XXXX WYG_ 510 264 864
XXXX WW__ 515 267 867
XXXX WYG_ 515 267 869
XXXX PPPP 522 247 879
XXXX OOOO 512 282 882
XXXX WYG_ 499 295 888
XXXX WW__ 445 256 920
XXXX WW__ 429 229 927
XXXX WGG_ 460 239 975
XXXX WGG_ 459 247 989
XXXX WYG_ 469 276 994
XXXX WYG_ 478 276 1006
XXXX WBGG 448 285 1256
XXXX IIII 452 384 1360
XXXX IIII 447 384 1370
XXXX WGGW 478 353 1399
XXXX WWY_ 542 400 1406
XXXX VVVV 571 361 1433
XXXX OOOO 520 303 1472
XXXX PPPP 515 273 1478
XXXX W_BG 524 251 1480
XXXX WYG_ 483 247 1487
XXXX JJJJ 499 259 1493
XXXX WYG_ 495 456 1494
XXXX MMMM 511 393 1540
WYY_ XXXX 598 444 154
WYY_ UUUU 604 440 157
WYY_ UUUU 604 442 166
WYY_ W_GW 615 467 312
WYY_ WGRB 601 461 317
WYY_ UUUU 627 446 331
WYY_ UUUU 636 446 348
WYY_ UUUU 600 464 564
WYY_ MMMM 542 431 661
WYY_ XXXX 558 441 1238
WYY_ WWY_ 563 449 1392
WYY_ WWY_ 574 445 1405
WYY_ WG__ 553 464 1493
WYY_ WG__ 545 446 1572
WYY_ WG__ 573 462 1589
WYY_ WG__ 574 468 1599
UUUU WYY_ 605 416 166
UUUU WYY_ 605 416 329

UUUU WBWY 632 414 415
UUUU W_GW 641 464 395
ZZZZ UUUU 641 469 19
ZZZZ W_GW 642 484 71
ZZZZ W_GW 621 498 130
ZZZZ WYY_ 609 495 133
ZZZZ WYY_ 585 476 136
ZZZZ WY_G 579 472 137
ZZZZ W_GW 617 496 149
ZZZZ WY_G 578 500 154
ZZZZ WYY_ 578 483 173
ZZZZ WY_G 572 489 182
ZZZZ WY_G 572 489 196
ZZZZ WYBG 563 464 198
ZZZZ WY_G 552 452 201
ZZZZ JJJJ 484 336 207
ZZZZ WRWB 465 290 211
ZZZZ WYG_ 417 207 214
ZZZZ WYRW 356 150 217
ZZZZ HHHH 370 131 219
ZZZZ WBYY 367 76 221
ZZZZ WBGW 269 68 239
ZZZZ EEEE 260 68 240
ZZZZ WBYY 310 65 251
ZZZZ FFFF 310 63 254
ZZZZ WBYY 321 66 255
ZZZZ FFFF 301 72 257
ZZZZ _R__ 300 100 259
ZZZZ WYYB 289 100 260
ZZZZ WBGR 270 107 262
ZZZZ WYYR 260 116 265
ZZZZ EEEE 238 113 280
ZZZZ EEEE 244 103 316
ZZZZ WBYY 308 70 332
ZZZZ WBGW 304 70 337
ZZZZ WBYY 304 61 297
ZZZZ WG_W 462 68 391
ZZZZ WGRB 461 81 392
ZZZZ WGRB 462 81 398
ZZZZ WG_W 471 75 399
ZZZZ LLLL 526 52 442
ZZZZ WYWY 523 81 446
ZZZZ WGRB 469 92 453
ZZZZ WW_W 466 92 454
ZZZZ WGRB 455 106 461
ZZZZ WGWY 460 110 467
ZZZZ WGRB 453 109 481
ZZZZ WGWY 451 114 486
ZZZZ WGRB 455 109 487

ZZZZ WG_W 471 77 494
ZZZZ WGRB 464 105 500
ZZZZ W_RG 486 114 502
ZZZZ WY__ 498 142 504
