Actor Target ActorPosX ActorPosY Time
____(1) WGGR 226 340 233
____(1) _GBB 174 412 404

____(1) WGGR 225 353 431
____(1) WWYW 197 355 443
____(1) ____(3) 330 357 515
____(1) WYWG 526 273 590
____(1) _WWR 547 289 592
____(1) WBYR 698 244 608
____(1) WW__ 774 232 625
____(1) __YY 705 216 704
____(1) WWYG 651 231 748
____(1) _RYY 646 223 755
____(1) WWYW 593 294 840
____(1) ____(3) 576 244 854
____(1) WYWG 602 257 939
____(1) ____(3) 607 258 964
____(1) WWRB 611 256 983
____(1) WGGR 623 244 1132
____(1) BBRR 497 306 1212
____(1) ____(2) 434 234 1499
____(1) WWYG 444 262 1516
____(1) _BWW 460 257 1524
____(1) WWYW 429 274 1567
____(1) WWRB 439 226 1660
WGGR WWYW 168 369 75
WGGR WWYW 272 306 187
WGGR _BWW 356 271 209
WGGR _BWW 318 314 223
WGGR WWYW 280 300 226
WGGR ____(1) 224 323 235
WGGR WWYW 191 334 249
WGGR WWYW 209 331 545
WGGR YYWW 278 282 570
WGGR YYWW 224 339 653
WGGR YYWW 270 345 898
WGGR WWRB 339 292 1056
WGGR RWY_ 193 242 1204
WGGR __YY 244 229 1228
WGGR _BWW 385 234 1244
WGGR ____(1) 388 287 1248
WGGR GG_W 343 343 1259
WGGR ____(1) 421 308 1271
WGGR WYWG 742 232 1287
WGGR WBYR 783 248 1329
WGGR WW__ 705 238 1326
WGGR WWYG 638 262 1331
WGGR WGRY 584 320 1341
WGGR ____(1) 463 309 1348
WGGR ____(3) 238 240 1365
WGGR RWY_ 291 255 1415
WGGR WWRB 636 247 1440

WGGR _BWW 478 288 1466
WGGR ____(1) 465 292 1468
WGGR GG_W 371 309 1479
WGGR WWYW 224 345 1742
WGGR YWG_ 317 446 1750
WGGR WW__ 334 447 1751
WGGR RWY_ 417 311 1757
WGGR BBRR 424 319 1759
_BWW WGGR 312 322 223
_BWW WWRB 361 301 241
_BWW _RYY 341 294 247
_BWW _RYY 311 257 444
_BWW YYWW 348 340 474
_BWW ____(3) 405 223 508
_BWW ____(3) 357 310 522
_BWW _RYY 368 242 698
_BWW WWYW 323 253 793
_BWW _RYY 331 240 820
_BWW ____(1) 552 278 909
_BWW ____(2) 466 278 920
_BWW RWY_ 102 254 989
_BWW G___ 102 254 990
_BWW _WW_ 412 230 1019
_BWW WWRB 469 261 1034
_BWW WWRB 384 267 1060
_BWW ____(2) 517 306 1084
_BWW WWRB 635 219 1134
_BWW WYWG 673 248 1146
_BWW ____(1) 556 286 1168
_BWW ____(1) 441 253 1304
_BWW WYWG 443 245 1316
_BWW RWY_ 401 235 1365
_BWW WWGW 485 305 1377
_BWW YYWW 488 301 1427
_BWW ____(1) 471 289 1432
_BWW WGGR 346 319 1490
_BWW ____(1) 396 294 1496
_BWW WWYG 417 306 1518
_BWW YYWW 417 306 1520
_BWW ____(1) 460 274 1532
_BWW WBYR 743 227 1561
_BWW _RRR 767 257 1583
_BWW GG_W 532 300 1614
_BWW WW__ 544 278 1621
_BWW WGRY 574 331 1656
_BWW WW__ 401 242 1739
_BWW _WWR 593 255 1757
_BWW ____(3) 528 249 1762
_BWW RWY_ 428 321 1852

_BWW __B_ 456 242 1884
YWG_ ____(1) 369 408 557
YWG_ _WWR 378 419 1365
YWG_ GG_W 378 419 1365
YWG_ RWY_ 367 406 1494
YWG_ WW__ 343 413 1834
WGRY WW__ 397 363 196
WGRY GG_W 397 363 229
WGRY WW__ 403 403 326
WGRY WWYG 443 375 351
WGRY GG_W 472 405 463
WGRY WWYG 469 394 565
WGRY _WWR 546 372 687
WGRY WWGB 639 334 755
WGRY ____(2) 657 291 986
WGRY ____(1) 662 285 1001
WWRB WW__ 428 297 128
WWRB ____(2) 482 314 260
WWRB WYWG 437 282 303
WWRB _RYY 354 257 418
WWRB ____(1) 422 304 452
WWRB __YY 409 325 761
WWRB ____(1) 580 263 986
WWRB WBYR 590 247 1000
WWRB BBRR 485 292 1021
WWRB WGGR 350 262 1059
WWRB WWGW 459 306 1113
WWRB ____(1) 605 262 1136
WWRB WBYR 689 285 1194
WWRB __B_ 581 219 1206
WWRB _BWW 593 244 1214
WWRB WYWG 711 282 1224
WWRB WWGR 724 297 1230
WWRB WWYG 614 282 1271
WWRB WBYR 652 258 1408
WWRB GG_W 607 275 1525
WWRB ____(1) 485 248 1609
WWRB ____(3) 517 198 1654
WWRB ____(1) 461 238 1726
_WWR ____(1) 513 326 20
_WWR YYWW 576 302 57
_WWR GG_W 539 320 162
_WWR WWYW 594 342 619
_WWR WGRY 555 355 690
_WWR WWGR 679 303 735
_WWR ____(1) 674 254 759
_WWR WBYR 709 235 857
_WWR WW__ 697 262 917
_WWR WWYG 681 246 947

_WWR ____(1) 617 241 983
_WWR GG_W 328 355 1148
_WWR _WW_ 286 340 1158
_WWR G___ 127 341 1217
_WWR WWYW 148 338 1280
_WWR __YY 244 388 1315
_WWR _WW_ 335 328 1328
_WWR YYWW 438 408 1374
_WWR BBRR 507 405 1442
_WWR WBYR 722 260 1533
_WWR WWGB 669 362 1636
_WWR __YY 658 309 1866
WYWG __B_ 461 220 239
WYWG _GBB 431 223 475
WYWG ____(2) 504 217 507
WYWG WWGW 511 245 522
WYWG ____(3) 564 234 570
WYWG __B_ 481 228 759
WYWG ____(1) 621 221 775
WYWG ____(1) 619 263 1079
WYWG WWRB 571 244 1088
WYWG _BWW 657 288 1150
WYWG ____(1) 591 287 1160
WYWG WW__ 593 213 1191
WYWG __B_ 687 221 1218
WYWG WBYR 685 302 1234
WYWG _BWW 478 263 1312
WYWG ____(1) 469 270 1317
WYWG WWRB 497 233 1452
WW__ WGRY 376 346 240
WW__ GG_W 474 388 331
WW__ WWYG 493 403 337
WW__ WGRY 460 390 353
WW__ ____(3) 691 283 448
WW__ ____(1) 791 238 627
WW__ _WW_ 822 349 732
WW__ WWGB 729 363 767
WW__ _RRR 724 335 779
WW__ WBYR 724 240 814
WW__ ____(1) 611 279 983
WW__ WWYG 694 256 1081
WW__ WWRB 685 242 1162
WW__ ____(3) 714 227 1195
WW__ WBYR 700 271 1273
WW__ _RRR 712 275 1447
WW__ WGGR 732 216 1463
WW__ _WWR 590 280 1495
WW__ ____(2) 612 275 1614
WW__ WGGR 546 265 1633

WW__ ____(1) 440 260 1661
WW__ RWY_ 416 313 1678
WWGW _G__ 522 222 270
WWGW YYWW 346 256 540
WWGW WGGR 444 282 555
WWGW ____(1) 444 282 564
WWGW WWYW 547 291 810
WWGW ____(1) 599 272 965
WWGW ____(1) 511 241 1116
WWGW __YY 418 298 1162
WWGW WBYR 698 298 1251
WWGW ____(1) 464 303 1272
WWGW GG_W 420 314 1445
WWGW __YY 214 400 1519
WWGW GG_W 503 279 1551
WWGW BBRR 530 336 1559
WWGW RWY_ 410 309 1578
WWGW YYWW 382 378 1618
WWGW ____(1) 401 295 1629
WWGW __B_ 412 212 1659
WWGW WWYG 373 241 1671
WWGW __G_ 370 223 1716
__B_ WYWG 478 213 762
__B_ ____(1) 592 242 966
__B_ ____(1) 638 227 1099
__B_ _BWW 660 279 1161
__B_ ____(1) 444 243 1460
__B_ ____(1) 475 225 1878
WBYR _RYY 634 279 2
WBYR _RYY 707 225 45
WBYR _RYY 713 218 127
WBYR ____(3) 713 218 174
WBYR WW__ 733 230 816
WBYR ____(2) 724 243 933
WBYR WWYG 711 240 1046
WBYR WW__ 705 254 1049
WBYR _RRR 693 314 1057
WBYR ____(1) 643 284 1065
WBYR _WW_ 691 312 1256
WBYR _RRR 739 224 1512
_RYY __G_ 592 282 16
_RYY ____(3) 646 229 118
_RYY WBYR 694 227 125
_RYY YYWW 590 294 176
_RYY WWYG 585 323 181
_RYY GG_W 585 323 186
_RYY __G_ 555 242 209
_RYY ____(1) 209 324 272
_RYY _WW_ 400 386 321

_RYY ____(1) 417 320 383
_RYY YYWW 359 250 507
_RYY __B_ 416 211 760
_RYY ____(3) 383 223 783
_RYY _BWW 444 281 924
_RYY WW__ 583 287 1000
_RYY ____(1) 622 238 1030
_RYY ____(2) 565 258 1049
_RYY WWRB 535 245 1082
_RYY WW__ 519 229 1178
_RYY _G__ 501 231 1210
_RRR WBYR 712 291 19
_RRR GG_W 712 288 27
_RRR WWGR 710 298 175
_RRR WBYR 710 296 282
_RRR WW_W 704 313 299
_RRR WWGB 683 347 476
_RRR WW_W 696 324 585
_RRR WWGR 703 319 595
_RRR WW_W 703 326 710
_RRR WWYG 718 296 997
_RRR WW_W 729 311 1006
_RRR WWGB 688 366 1027
_RRR WBYR 696 349 1160
_RRR WYBB 696 349 1161
_RRR WWGB 696 349 1163
_RRR WGRY 673 348 1380
_RRR WWGB 723 339 1389
_RRR WBYR 682 278 1455
_RRR WW__ 770 244 1467
_RRR WWGR 802 275 1550
_RRR WWGB 726 321 1609
GG_W WWGR 808 406 5
GG_W _RRR 736 229 25
GG_W WBYR 730 253 29
GG_W WW__ 656 285 38
GG_W YYWW 597 292 48
GG_W __G_ 611 277 51
GG_W WWYG 602 303 54
GG_W _WWR 594 309 74
GG_W WWYG 604 320 103
GG_W WWGW 548 288 158
GG_W _WWR 551 313 162
GG_W WGRY 422 382 227
GG_W WWYG 478 410 317
GG_W ____(1) 112 246 551
GG_W WWGW 406 284 651
GG_W _RYY 395 235 654
GG_W WWYG 521 298 668

GG_W __YY 516 282 671
GG_W WYWG 527 273 708
GG_W __G_ 593 276 716
GG_W _RYY 593 276 717
GG_W WWYG 533 293 735
GG_W _GBB 328 328 755
GG_W YYWW 331 386 896
GG_W WGGR 352 356 910
GG_W __YY 359 328 925
GG_W _WW_ 374 364 1316
GG_W _WWR 320 379 1326
GG_W YWG_ 320 393 1339
GG_W RWY_ 388 335 1426
GG_W ____(1) 419 308 1433
GG_W WW__ 396 253 1481
GG_W _BWW 414 323 1500
GG_W WW__ 598 297 1517
GG_W WWRB 600 292 1522
GG_W WW__ 603 301 1532
GG_W ____(1) 487 264 1555
GG_W WWYW 505 291 1580
GG_W BBRR 507 309 1595
GG_W WWYW 481 277 1602
GG_W ____(1) 471 274 1607
GG_W BBRR 518 315 1623
GG_W _RYY 432 248 1799
GG_W _BWW 358 258 1813
GG_W __YY 532 331 1826
WWGR GG_W 808 392 6
WWGR WYBB 759 389 21
WWGR GG_W 759 328 25
WWGR _RRR 753 327 30
WWGR _RRR 746 339 308
WWGR _WW_ 779 391 441
WWGR _RRR 754 314 455
WWGR WYBB 727 330 465
WWGR WWGB 722 333 472
WWGR WW_W 696 330 525
WWGR ____(1) 694 291 615
WWGR WWYG 692 287 639
WWGR _WWR 689 387 825
WWGR WW_W 686 307 890
WWGR _WW_ 682 295 929
WWGR WW_W 750 368 1030
WWGR _RRR 720 338 1039
WWGR WW__ 712 302 1079
WWGR _RRR 716 323 1089
WWGR _GBB 778 382 1107
WWGR WWRB 749 317 1234

WWGR _RRR 756 314 1445
WWGR WWGB 733 354 1718
WWGR WBYR 750 276 1738
WWGR WYBB 852 313 1754
WWGR WBYR 783 269 1781
WYBB WWGB 721 371 470
WYBB _RRR 736 367 736
WYBB WWGB 735 360 740
WYBB WW_W 710 400 1029
WYBB WWGB 700 413 1037
WYBB WW_W 702 375 1058
WYBB _RRR 714 390 1216
WYBB WWGB 703 400 1300
WYBB WW_W 725 408 1434
WYBB YWWB 667 404 1470
WYBB WW_W 742 407 1495
WYBB WWGR 826 359 1549
BBRR __YY 594 428 2
BBRR YWWB 652 416 635
BBRR WYBB 687 416 673
BBRR _WW_ 742 360 688
BBRR WW_W 679 318 702
BBRR WGRY 565 330 711
BBRR WWYG 505 296 724
BBRR ____(1) 465 325 730
BBRR RWY_ 153 259 831
BBRR G___ 153 259 834
BBRR __YY 375 301 988
BBRR WWRB 485 308 1025
BBRR WGRY 538 365 1084
BBRR YYWW 470 364 1197
BBRR WWGW 508 386 1397
BBRR YYWW 488 381 1421
BBRR GG_W 474 335 1728
BBRR RWY_ 474 335 1731
BBRR WWGW 460 314 1758
BBRR WGGR 383 312 1765
BBRR G___ 134 258 1842
__YY YWWB 660 419 361
__YY WYBB 692 407 606
__YY BBRR 681 407 634
__YY WWYG 636 325 650
__YY _WWR 601 328 654
__YY __G_ 555 290 660
__YY ____(1) 683 229 708
__YY GG_W 580 294 724
__YY WWYG 571 309 730
__YY GG_W 368 330 922
__YY WWGW 397 308 1160

__YY GG_W 346 341 1204
__YY _WW_ 318 300 1220
__YY WGGR 265 239 1228
__YY YWG_ 320 400 1244
__YY WWYW 235 300 1765
__YY _WW_ 235 300 1767
__YY RWY_ 464 323 1775
__YY _WWR 639 291 1866
WW_W _RRR 695 336 1003
WW_W WWGB 695 336 1005
WW_W WYBB 726 380 1145
WW_W _RRR 726 380 1205
_WW_ YYWW 628 362 249
_WW_ YWWB 673 384 332
_WW_ ____(2) 649 265 371
_WW_ WBYR 710 280 388
_WW_ _RRR 727 330 396
_WW_ _G__ 774 390 420
_WW_ WWGR 770 364 442
_WW_ _RRR 730 316 698
_WW_ WW_W 760 326 773
_WW_ WWGB 680 326 833
_WW_ WGRY 600 331 910
_WW_ WW__ 697 268 924
_WW_ BBRR 445 282 1015
_WW_ RWY_ 133 312 1036
_WW_ WWYW 263 347 1096
_WW_ _WWR 269 309 1169
_WW_ GG_W 287 339 1206
_WW_ __YY 317 311 1217
_WW_ BBRR 515 311 1240
_WW_ WGRY 592 321 1248
_WW_ WBYR 649 332 1256
_WW_ _RRR 676 322 1271
_WW_ GG_W 359 354 1319
_WW_ ____(1) 413 315 1350
_WW_ YWG_ 285 386 1371
_WW_ WWYW 241 327 1443
_WW_ WGGR 336 318 1637
_WW_ WWYW 336 321 1640
_WW_ RWY_ 386 331 1656
_WW_ YWG_ 331 393 1665
_WW_ RWY_ 385 348 1841
YWWB __YY 660 403 552
YWWB BBRR 658 396 611
YWWB WWGB 668 386 712
YWWB WGRY 673 347 996
YWWB WYBB 667 400 1016
YWWB WWGB 674 404 1029

YWWB WYBB 655 417 1436
YWWB WWGB 675 390 1511
WWYG GG_W 563 329 177
WWYG ____(3) 563 329 180
WWYG GG_W 484 368 270
WWYG WGRY 487 374 575
WWYG _WWR 528 313 622
WWYG WWGR 653 275 631
WWYG WBYR 693 254 642
WWYG WW_W 673 298 645
WWYG _WWR 570 310 652
WWYG WGRY 472 368 662
WWYG __YY 562 297 727
WWYG WBYR 697 275 745
WWYG WWGR 783 274 753
WWYG _WW_ 804 312 788
WWYG BBRR 774 342 793
WWYG WWGR 772 292 841
WWYG WBYR 762 249 852
WWYG ____(1) 675 235 862
WWYG WWGW 522 281 1233
WWYG WWRB 292 299 1273
WWYG WBYR 647 310 1314
WWYG WGGR 629 270 1336
WWYG WWRB 680 247 1408
WWYG YYWW 600 290 1440
WWYG ____(1) 454 286 1480
__G_ _RYY 567 231 211
__G_ WWGW 565 232 244
__G_ ____(2) 523 372 259
__G_ _GBB 592 251 294
__G_ WWGW 523 248 305
__G_ ____(2) 500 250 504
__G_ WYWG 525 250 506
__G_ WWGW 525 260 520
__G_ WYWG 575 236 638
__G_ ____(3) 583 288 717
__G_ ____(1) 613 239 937
__G_ WWYG 625 245 941
__G_ _RYY 420 222 955
__G_ ____(1) 555 245 974
__G_ ____(3) 555 245 976
__G_ WW__ 560 240 977
__G_ _WWR 620 218 990
__G_ ____(1) 680 270 998
__G_ WWRB 560 290 1020
__G_ WWGW 525 175 1057
YYWW __G_ 565 285 5
YYWW WWYG 557 312 11

YYWW ____(3) 611 251 22
YYWW _RYY 604 270 25
YYWW WWYG 550 290 44
YYWW GG_W 608 309 160
YYWW _WW_ 611 335 248
YYWW WWGB 636 339 289
YYWW WWYW 280 308 576
YYWW WGGR 262 298 580
YYWW GG_W 270 400 892
YYWW WWYG 580 290 1442
YYWW _BWW 533 303 1464
YYWW BBRR 484 358 1476
YYWW GG_W 434 344 1496
YYWW BBRR 484 345 1525
YYWW RWY_ 450 373 1549
YYWW _WWR 577 290 1765
YYWW WWGR 744 295 1786
YYWW WYBB 789 372 1801
YYWW WWGB 714 344 1820
YYWW RWY_ 435 317 1918
____(2) WW__ 505 289 31
____(2) YYWW 525 284 47
____(2) WWGW 535 374 56
____(2) _WWR 530 307 249
____(2) WWRB 506 296 278
____(2) _BWW 377 306 314
____(2) __G_ 533 395 956
____(2) ____(1) 684 282 967
____(2) WWYG 651 241 973
____(2) WGRY 606 302 1011
____(2) __G_ 617 302 1016
____(2) WWRB 543 293 1031
____(2) ____(3) 546 269 1102
____(2) BBRR 523 313 1120
____(2) ____(1) 472 289 1232
____(2) _BWW 462 283 1251
____(2) ____(3) 293 223 1320
____(2) G___ 115 207 1387
____(2) GG_W 547 286 1517
____(2) WW__ 622 310 1550
____(2) GG_W 568 307 1675
____(2) _WWR 638 294 1686
____(2) _RRR 638 294 1690
____(2) _GBB 641 280 1694
____(2) WWRB 498 262 1825
____(2) WWYG 398 234 1859
____(3) WBYR 691 212 29
____(3) YYWW 617 238 162
____(3) _GBB 616 224 276

____(3) WBYR 664 246 363
____(3) _WW_ 664 246 373
____(3) WYWG 584 221 578
____(3) ____(1) 642 241 613
____(3) WWYG 690 238 644
____(3) ____(1) 647 241 652
____(3) __G_ 586 218 664
____(3) ____(1) 637 211 759
____(3) _RYY 410 222 780
____(3) _GBB 410 222 783
____(3) ____(1) 595 241 966
____(3) WYWG 515 233 999
____(3) ____(1) 630 231 1097
____(3) WWYG 660 215 1110
____(3) _BWW 678 267 1155
____(3) ____(1) 439 246 1470
