Actor Target ActorPosX ActorPosY Time
____hidden _WRW 240 88 1164
____hidden _W_R 249 110 1178
____hidden _WRW 263 71 1338
____hidden YY__ 279 65 1480
____hidden _W_R 234 88 1495
____hidden _WRW 244 41 1504
____hidden _GWY 253 147 1529
____hidden YY_W 307 109 1569
____hidden W_WR 337 114 1578
____hidden W___ 333 84 1600
____hidden _W_R 318 70 1606
____hidden YY__ 297 75 1623
____hidden _W_R 314 69 1632
____hidden _WRW 295 63 1650
____hidden YY_W 257 76 1660
____hidden YYRB 268 154 1686
____hidden Y___ 241 147 1702
____hidden _WRW 192 114 1739
W_WR YYGG 328 189 50
W_WR _W__ 379 137 143
W_WR Y___ 371 134 410
W_WR YYGG 374 141 426
W_WR _W__ 373 133 465
W_WR YY__ 369 132 680
W_WR YY__ 345 87 810
W_WR _W_R 320 119 890
W_WR YY_W 340 135 939
W_WR _Y__ 362 124 1118
W_WR _Y__ 371 116 1470
W_WR YY__ 330 94 1476
W_WR YY_W 364 113 1565
W_WR G_RG 380 111 1594
W_WR YYRB 349 120 1606

W_WR YYRB 323 128 1614
W_WR YYRB 289 130 1631
W_WR YYRB 254 166 1664
W_WR YY_W 240 100 1689
W_WR YY_W 153 126 1698
YYGG W_WR 328 198 50
YYGG YYRB 321 200 178
YYGG WRRY 297 175 358
YYGG YYRB 325 193 401
YYGG GG_W 354 171 416
YYGG GGGG 289 210 437
YYGG GRBR 300 293 509
YYGG GGGG 296 328 574
YYGG GY_W 370 310 868
YYGG GBGR 358 402 1033
YYGG YYRR 344 467 1130
YYGG GGGG 408 441 1244
YYGG YY__ 406 444 1285
YYGG YY__ 415 439 1318
YYGG _YGG 397 464 1339
YYGG _YGG 331 455 1427
YYGG GRY_ 325 409 1511
YYGG WGGB 357 467 1572
YYGG GRY_ 288 410 1702
YYGG GRY_ 311 372 1731
YYGG GRY_ 321 415 1745
YYRB ____white 364 269 50
YYRB GG_W 380 246 119
YYRB YYGG 327 234 170
YYRB GB__ 347 229 625
YYRB GRBR 348 206 655
YYRB GRBR 365 263 723
YYRB YY_W 355 199 1121
YYRB GG_W 351 198 1440
YYRB Q 366 247 1553
YYRB GGWW 303 250 1559
YYRB YY__ 272 150 1593
YYRB W_WR 341 130 1605
YYRB YY__ 287 120 1609
YYRB Y___ 241 171 1630
____white YYRB 342 279 54
____white GRBR 387 262 740
____white GRBR 383 264 954
GB__ WRRY 295 313 509
GB__ GGGG 310 283 532
GB__ YYGG 330 291 554
GB__ YYRB 322 236 625
GB__ GRBR 283 241 645
GB__ GGGG 294 317 755

GB__ WRRY 255 312 940
GB__ YYG_ 256 318 1035
GB__ _WWY 271 306 1092
GB__ GYG_ 268 309 1218
GB__ WRRY 269 320 1682
GB__ WRRY 271 312 1711
GRBR YYGG 345 332 527
GRBR ____mid 397 332 554
GRBR YYGG 326 348 583
GRBR YYGW 348 363 588
GRBR YYRB 341 230 654
GRBR YYRB 366 247 723
GRBR ____white 385 242 738
GRBR ____mid 367 293 950
GRBR GGGG 363 288 983
GRBR _WWY 367 286 1089
GRBR GGW_ 371 291 1300
GRBR _GWY 372 292 1554
YYG_ ____hidden 251 301 113
YYG_ GYG_ 248 297 306
YYG_ ____hidden 223 277 354
YYG_ ____hidden 227 271 382
YYG_ GR_W 219 306 390
YYG_ GYG_ 242 347 406
YYG_ GR_W 234 343 736
YYG_ _R__ 193 360 817
YYG_ GYG_ 236 380 940
YYG_ GB__ 237 324 1033
YYG_ GR_W 205 313 1475
YYGW YY__ 258 368 180
YYGW GRBR 304 358 209
YYGW GRBR 367 382 589
YYGW GGGG 364 384 651
YYGW GGGG 365 381 772
YYGW ____mid 376 372 860
YYGW YYYY 470 394 931
YYGW GRY_ 508 436 950
YYGW GGRG 517 442 960
YYGW GGRG 520 440 969
YYGW ____still 576 304 979
YYGW YGWR 570 288 1010
YYGW YYRG 553 251 1055
YYGW GR_Y 526 296 1080
YYGW YGWR 531 295 1081
YYGW YGWR 550 321 1085
YYGW YYRG 487 195 1227
YYGW YYRG 486 112 1237
YYGW GR_Y 547 236 1583
YYGW GY__ 528 236 1588

YYGW YYBR 586 278 1707
YYGW GGW_ 465 312 1717
YYGW YYBR 459 358 1721
YYGW GGRG 511 355 1724
_R__ GR_W 178 391 450
GYG_ YYRR 228 386 4
GYG_ YYGW 233 384 9
GYG_ YYGW 215 376 25
GYG_ _R__ 195 378 108
GYG_ YY__ 227 369 234
GYG_ YYG_ 216 317 295
GYG_ YYG_ 224 315 306
GYG_ YYG_ 239 367 407
GYG_ GR_W 203 376 504
GYG_ YYRR 227 394 525
GYG_ YYG_ 246 389 905
GYG_ WRRY 287 391 920
GYG_ YYG_ 255 382 940
GYG_ _R__ 198 371 1083
GYG_ GB__ 251 331 1217
GYG_ YYG_ 241 333 1219
GYG_ GB__ 252 336 1243
GYG_ WRRY 269 371 1275
GYG_ WGGB 277 417 1316
GYG_ GRY_ 278 408 1319
GYG_ WGGB 282 415 1331
YYRR WGGB 254 440 35
YYRR WGGB 259 444 98
YYRR WGGB 267 451 109
YYRR GYG_ 251 364 518
YYRR GYG_ 247 386 525
YYRR WGGB 302 480 685
YYRR GYG_ 271 427 900
YYRR _WWY 300 434 958
YYRR WGGB 313 470 1036
YYRR GBGR 313 447 1091
YYRR YYGG 335 466 1130
YYRR GGWW 333 434 1168
YYRR GGWW 329 381 1196
YYRR ____still 354 385 1211
YYRR G__Y 394 351 1476
YYRR GGWW 364 365 1602
YYRR WRRY 320 332 1687
WGGB YYRR 282 452 35
WGGB YYRR 285 448 108
WGGB _YGG 315 481 317
WGGB GBGR 343 473 682
WGGB _WWY 337 478 941
WGGB GBGR 346 473 1010

WGGB YYRR 337 488 1038
WGGB YYRR 322 480 1044
WGGB GGWW 257 466 1185
WGGB YYGG 314 446 1448
WGGB _YGG 333 472 1506
WGGB _YGG 319 488 1552
WGGB YYGG 340 477 1574
YY__ GBGR 347 463 11
YY__ GY_W 442 426 65
YY__ GY_W 433 374 76
YY__ G__Y 544 337 83
YY__ GRY_ 543 317 86
YY__ GBGR 373 457 116
YY__ GBGR 364 432 124
YY__ GBGR 362 414 172
YY__ YYGW 293 383 176
YY__ GYG_ 233 389 192
YY__ ____hidden 213 285 241
YY__ _WRW 209 208 265
YY__ ____hidden 268 241 275
YY__ WRRY 264 138 281
YY__ W_WR 324 127 285
YY__ _GWY 318 99 287
YY__ _GWY 303 87 317
YY__ _GWY 285 94 324
YY__ G___ 429 58 347
YY__ _WYG 437 73 357
YY__ G___ 422 58 360
YY__ YWWW 360 61 364
YY__ YWWW 322 72 384
YY__ _GWY 246 117 398
YY__ WRRY 275 135 414
YY__ _W_R 311 115 463
YY__ _GWY 254 95 493
YY__ _GWY 265 97 541
YY__ W_WR 342 99 591
YY__ _WGY 370 65 620
YY__ W_WR 367 109 680
YY__ _WGY 360 94 697
YY__ _GWY 324 69 710
YY__ _GWY 320 73 724
YY__ W_WR 347 72 821
YY__ _GWY 323 77 832
YY__ _W_R 298 90 845
YY__ _GWY 288 68 862
YY__ YWWW 333 101 941
YY__ _W_R 306 121 950
YY__ ____hidden 260 184 963
YY__ GB__ 270 291 990

YY__ YY_W 275 250 1025
YY__ YY_W 282 156 1037
YY__ W_WR 306 130 1044
YY__ _GWY 313 92 1048
YY__ YY_W 299 133 1117
YY__ W_WR 327 91 1129
YY__ W_WR 333 119 1138
YY__ W_WR 337 122 1145
YY__ _WWY 270 134 1150
YY__ Y___ 250 155 1156
YY__ _WWY 259 159 1160
YY__ GY_W 256 162 1164
YY__ _W_R 262 131 1199
YY__ _GWY 249 153 1230
YY__ GR_W 248 154 1400
YY__ _GWY 258 151 1405
YY__ _W_R 261 89 1413
YY__ GY_W 283 88 1425
YY__ _WRW 313 70 1432
YY__ W_WR 348 62 1444
YY__ YY_W 306 111 1470
YY__ W_WR 312 97 1475
YY__ GY_W 308 76 1478
YY__ _WRW 293 66 1482
YY__ _W_R 273 77 1511
YY__ GY_W 223 120 1562
YY__ Y___ 231 154 1586
YY__ YYBR 265 125 1594
YY__ YYBR 266 99 1609
YY__ YY_W 247 88 1614
YY__ _W_R 277 47 1633
YY__ W_WR 351 86 1649
YY__ _Y__ 396 145 1673
YY__ G_RG 359 73 1682
YY__ _WRW 209 66 1720
GBGR YY__ 354 437 12
GBGR YY__ 366 453 115
GBGR YY__ 347 421 124
GBGR YY__ 353 430 134
GBGR _YGG 369 463 328
GBGR _YGG 373 468 408
GBGR WRRY 357 444 675
GBGR WGGB 358 455 682
GBGR _WWY 368 453 939
GBGR GRGY 361 449 1048
GBGR GRGY 349 442 1062
GBGR GGGG 335 384 1081
GBGR YYRR 322 416 1092
GBGR ____still 385 395 1123

GBGR GGGG 376 378 1128
GBGR YGWR 571 322 1145
GBGR GR_Y 591 277 1156
GBGR ____new 597 256 1167
GBGR G___right 631 248 1185
GBGR YGWR 590 282 1201
GBGR GBG_ 564 310 1241
GBGR YGWR 566 294 1253
GBGR YYYY 526 405 1275
GBGR _GYW 527 379 1293
GBGR YYYY 536 408 1304
GBGR WR__ 545 424 1323
GBGR GRY_ 636 344 1350
GBGR GBG_ 628 336 1355
GBGR GRY_ 637 337 1357
GBGR WR__ 566 431 1387
GBGR _GYW 568 379 1395
GBGR _GYW 560 365 1410
GBGR GBG_ 591 352 1550
GBGR _GYW 571 369 1555
GBGR YYYY 511 325 1567
GBGR GY__ 496 244 1584
GBGR YYYY 513 280 1598
GBGR ____mid 513 373 1654
GBGR YYRR 369 378 1671
GBGR YYRR 341 360 1702
GBGR GGGG 290 261 1736
Y_B_ YYGW 405 368 919
Y_B_ YYGG 383 366 931
Y_B_ ____mid 431 361 938
Y_B_ _WGY 468 374 947
Y_B_ YYYY 514 380 997
Y_B_ ____mid 537 379 1020
Y_B_ ____mid 598 352 1056
Y_B_ WR__ 553 449 1124
Y_B_ _W_W 578 469 1201
Y_B_ _W_W 580 438 1295
Y_B_ _W_W 576 458 1327
Y_B_ GGGG 503 408 1663
Y_B_ _GWY 499 419 1730
____mid GY_W 395 332 366
____mid YYGG 398 335 632
____mid YYGG 397 328 802
____mid GGW_ 404 312 930
____mid GGW_ 421 318 937
____mid GRBR 382 313 947
____mid GGW_ 413 309 954
____mid G__Y 454 335 962
____mid YYYY 542 396 981

____mid YYYY 545 418 989
____mid _W_W 593 438 1037
____mid GGWW 614 373 1054
____mid GGRG 633 351 1058
____mid YGWR 619 296 1063
____mid YYGW 580 346 1085
____mid G__Y 558 377 1090
____mid G__Y 541 396 1094
____mid GRGY 548 393 1144
____mid GGRG 595 401 1154
____mid GRGY 564 402 1158
____mid YYYY 489 401 1178
____mid G__Y 446 342 1207
____mid GGW_ 430 331 1215
____mid GY_W 496 323 1227
____mid GGW_ 431 310 1302
____mid G__Y 422 350 1346
____mid G__Y 419 349 1707
GY_W YY__ 453 378 74
GY_W YY__ 473 374 79
GY_W YY__ 414 421 123
GY_W _WWY 418 412 976
GY_W Y_B_ 446 384 995
GY_W ____mid 497 397 1033
GY_W ____mid 553 416 1041
GY_W YYBR 602 466 1053
GY_W WR__ 529 452 1098
GY_W YY__ 268 187 1162
GY_W YGWY 560 129 1197
GY_W GBGR 601 252 1205
GY_W GGW_ 489 265 1222
GY_W ____mid 500 303 1228
GY_W GRGY 326 402 1315
GY_W G__Y 400 390 1344
GY_W _GWY 413 397 1584
GY_W GBGR 477 364 1654
GGW_ G__Y 446 305 636
GGW_ ____mid 437 304 881
GGW_ ____mid 441 302 931
GGW_ ____mid 449 315 1311
GGW_ ____white 441 310 1569
GYY_ GGGR 460 215 89
GYY_ GGGR 459 220 113
GYY_ Q 460 214 785
GYY_ GGGR 467 241 827
GYY_ Q 463 220 1345
GYY_ GGGR 458 223 1388
GYY_ Q 464 237 1432
GYY_ GGGR 483 213 1565

GYY_ YYRG 482 228 1573
GYY_ GGGR 479 214 1593
GGGR GYY_ 439 221 102
GGGR GYY_ 443 226 810
GGGR Q 423 233 1537
GGGR YYGW 494 275 1635
GGGR GGW_ 483 290 1640
GGGR _GWY 488 308 0
GGGR GRGY 354 399 1705
GGGR ____mid 387 344 1719
GGGR GGW_ 438 334 1733
Q GYY_ 461 191 695
Q _Y__ 462 197 787
Q GYY_ 465 202 794
Q GGW_ 470 198 796
Q GGGR 447 201 1377
Q GYY_ 449 200 1407
Q _Y__ 411 180 1489
Q GGGR 404 213 1538
Q ____white 409 253 1551
Q YYRB 384 235 1555
Q GG_W 368 167 1570
Q GGGR 457 202 1616
Q GYY_ 452 187 1637
Q GYY_ 486 157 1658
Q _WWY 519 117 1666
Q YGWY 610 149 1679
Q _GWY 608 151 1681
Q YGWY 612 179 1686
Q _GWY 669 159 1693
Q GR_Y 610 245 1707
Q YYGW 605 258 1709
Q GBG_ 585 284 1712
Q GGRG 516 301 1723
GG_W Q 393 189 1430
GG_W Q 388 187 1511
GG_W Q 403 178 1578
GG_W _Y__ 389 159 1594
GG_W GRBR 340 234 1629
GG_W WRRY 329 303 1654
GG_W WRRY 336 301 1666
GG_W GRBR 344 285 1669
YYRG GR_Y 487 273 695
YYRG GGW_ 485 271 762
YYRG GGW_right 488 265 797
YYRG GR_Y 520 281 838
YYRG ____new 545 222 875
YYRG ____new 556 211 890
YYRG _W__ 519 188 1015

YYRG _W__ 522 189 1022
YYRG YYGW 506 198 1203
YYRG YYGW 518 186 1227
YYRG GR_Y 506 147 1237
YYRG _Y__ 526 196 1308
YYRG GYY_ 513 207 1550
YYRG WRR_ 518 203 1579
YYRG GGW_right 515 202 1581
YYRG GYY_ 510 209 1625
GR_Y GRGY 535 295 350
GR_Y G__Y 495 309 654
GR_Y G__Y 499 316 690
GR_Y YYRG 494 288 695
GR_Y GGW_right 506 292 706
GR_Y GGW_right 518 284 716
GR_Y YYRG 497 301 723
GR_Y GRGY 527 312 765
GR_Y GRGY 541 292 789
GR_Y GGW_right 550 274 799
GR_Y ____still 566 278 809
GR_Y GBG_ 563 282 814
GR_Y YYRG 539 296 838
GR_Y ____still 528 326 980
GR_Y Y_B_ 529 363 987
GR_Y YYYY 538 405 990
GR_Y YYGW 539 336 996
GR_Y _WGY 519 322 1006
GR_Y YYGW 532 298 1012
GR_Y ____new 524 294 1014
GR_Y ____new 551 246 1136
GR_Y GBGR 580 241 1158
GR_Y GGW_right 539 141 1209
GR_Y _WYG 480 80 1246
GR_Y _W__ 463 84 1251
GR_Y _Y__ 434 105 1264
GR_Y WRR_ 453 102 1268
GR_Y YYRG 543 160 1285
GR_Y ____new 592 239 1296
GR_Y YYGW 592 258 1299
GR_Y YGWR 592 263 1301
GR_Y ____new 577 230 1336
GR_Y YGWY 561 231 1580
GR_Y WRR_ 567 230 1581
GR_Y YGWY 568 242 1703
_Y__ __W_ 492 208 102
_Y__ Q 485 210 781
_Y__ GGW_right 485 203 785
_Y__ GGW_right 490 191 823
_Y__ GY__ 590 179 833

_Y__ ____new 587 199 834
_Y__ YGWY 582 159 847
_Y__ GY__ 610 201 884
_Y__ YYRG 536 157 898
_Y__ YY_W 500 140 903
_Y__ YY_W 460 128 924
_Y__ W_WR 407 133 1100
_Y__ _WWY 410 131 1245
_Y__ GR_Y 418 120 1266
_Y__ WRR_ 443 119 1278
_Y__ _WWY 435 131 1282
_Y__ _WGY 457 136 1292
_Y__ YYRG 502 175 1308
_Y__ W_WR 402 134 1466
_Y__ W_WR 400 130 1516
_Y__ G_RG 399 123 1540
_Y__ W_WR 388 138 1588
__W_ _Y__ 485 162 88
__W_ _WGY 490 164 337
__W_ _Y__ 498 167 786
__W_ GGW_right 503 179 791
__W_ W___ 468 100 819
__W_ GGW_right 505 93 828
__W_ YY_W 474 121 835
__W_ _WWY 441 127 844
__W_ YY_W 443 137 873
__W_ WBYG 582 63 896
__W_ YWWW 713 55 915
__W_ WBYG 617 53 1005
__W_ _WGY 632 140 1213
__W_ YGWY 625 128 1219
__W_ WBYG 657 94 1489
__W_ WRR_ 539 107 1737
YY_W _WWY 445 136 45
YY_W _WGY 450 140 53
YY_W _W__ 459 132 57
YY_W _W__ 505 112 77
YY_W YWWW 460 69 292
YY_W WBYG 458 117 327
YY_W G___ 436 92 343
YY_W YY__ 435 117 357
YY_W _WYG 428 123 469
YY_W YWWW 428 118 525
YY_W _WGY 437 123 613
YY_W _WGY 434 122 744
YY_W W___ 433 120 792
YY_W W___ 431 123 812
YY_W GGW_right 504 93 831
YY_W W___ 470 105 849

YY_W _WWY 457 128 857
YY_W G_RG 351 100 933
YY_W W_WR 344 110 938
YY_W G_RG 366 90 948
YY_W _GWY 309 79 956
YY_W ____hidden 267 169 982
YY_W Y___ 248 186 1004
YY_W YY__ 254 247 1016
YY_W _W_R 292 130 1037
YY_W YYRB 351 161 1122
YY_W _WWY 278 183 1152
YY_W GY_W 285 174 1165
YY_W _WWY 290 133 1205
YY_W _GWY 311 134 1213
YY_W W_WR 327 139 1464
YY_W _W_R 297 136 1476
YY_W GGWW 312 141 1505
YY_W W_WR 347 153 1529
YY_W W_WR 345 144 1567
YY_W ____hidden 320 136 1573
YY_W _WRW 211 67 1684
YY_W _WRW 216 61 1702
YY_W _WRW 199 60 1742
_WWY YY_W 425 125 27
_WWY YY_W 422 129 59
_WWY G_RG 423 130 60
_WWY YY_W 428 136 131
_WWY Q 429 139 815
_WWY W___ 419 131 833
_WWY __W_ 420 120 845
_WWY W_WR 345 144 885
_WWY YYGG 356 355 897
_WWY Y_B_ 394 366 899
_WWY YYRR 317 455 905
_WWY WGGB 352 481 945
_WWY YYRR 332 423 958
_WWY YYGG 377 374 984
_WWY GGGG 340 340 1055
_WWY GRBR 338 287 1086
_WWY GR_W 259 205 1111
_WWY YY__ 270 157 1118
_WWY YY_W 320 131 1124
_WWY _W_R 290 119 1130
_WWY YY__ 288 113 1142
_WWY ____hidden 257 133 1149
_WWY YY_W 281 151 1152
_WWY GY_W 350 110 1168
_WWY G_RG 364 75 1181
_WWY W___ 390 27 1194

_WWY _GWY 343 104 1203
_WWY W___ 350 99 1204
_WWY YY_W 311 129 1206
_WWY YY__ 270 151 1210
_WWY GGWW 279 173 1213
_WWY _Y__ 393 149 1240
_WWY GG_W 396 154 1277
_WWY _Y__ 418 123 1282
_WWY ____hidden 426 116 1286
_WWY G_RG 429 121 1290
_WWY WRR_ 452 115 1297
_WWY _WYG 503 118 1476
_WWY YGWY 526 145 1480
_WWY _W__ 525 142 1482
_WWY WRR_ 494 126 1496
_WWY _WYG 484 108 1519
_WWY WRR_ 449 115 1528
_WWY _WYG 459 95 1552
_WWY WRR_ 508 116 1564
_WWY _WYG 527 119 1622
_WWY WRR_ 532 102 1626
_WWY _WYG 536 81 1655
_WWY _WYG 522 98 1664
_WWY _WYG 502 77 1677
_WWY WRR_ 508 129 1708
_WYG YY_W 486 136 13
_WYG _WGY 483 118 25
_WYG YY_W 494 131 42
_WYG _W__ 496 84 49
_WYG _WGY 489 83 52
_WYG _W__ 497 84 55
_WYG _WGY 510 83 61
_WYG WB__ 513 60 65
_WYG _WGY 508 66 67
_WYG _W__ 498 79 80
_WYG _WGY 493 109 104
_WYG _W__ 497 81 123
_WYG _W__ 497 75 137
_WYG G_RG 508 59 167
_WYG G_RG 503 75 301
_WYG WB__ 487 60 305
_WYG G_RG 499 60 320
_WYG WRR_ 468 57 341
_WYG YY_W 476 70 348
_WYG _W__ 471 99 354
_WYG G___ 471 99 360
_WYG _W__ 454 77 384
_WYG YWWW 405 52 406
_WYG YWWW 417 48 444

_WYG _W__ 467 82 492
_WYG YWWW 464 86 495
_WYG WB__ 503 57 524
_WYG _W__ 500 57 534
_WYG YWWW 492 85 672
_WYG G_RG 501 69 744
_WYG _W__ 489 60 758
_WYG WB__ 494 51 769
_WYG _W__ 479 58 791
_WYG W___ 464 75 842
_WYG _WGY 509 68 880
_WYG GGW_right 598 57 916
_WYG WB__ 483 52 980
_WYG GGW_right 492 56 1025
_WYG _W__ 486 57 1165
_WYG _W__ 495 55 1187
_WYG GY_W 491 49 1238
_WYG GGW_right 485 43 1250
_WYG WRR_ 472 34 1259
_WYG Y_BW 481 36 1275
_WYG Y_BW 485 54 1292
_WYG GGW_right 518 56 1430
_WYG _W__ 493 87 1437
_WYG WRR_ 493 106 1480
_WYG _WWY 484 110 1530
_WYG WRR_ 475 117 1537
_WYG _W__ 478 96 1572
_WYG G_RG 476 104 1577
_WYG _W__ 475 95 1588
_WYG WRR_ 492 111 1613
_WYG _WWY 513 109 1622
_WYG WRR_ 518 92 1624
_WYG _WWY 520 87 1655
_WYG _WWY 483 75 1677
_WYG Y_BW 467 54 1698
_WYG WRR_ 488 75 1707
_WYG Y_BW 488 59 1726
_WYG G_RG 467 102 1744
_W__ _WYG 478 67 48
_W__ _RWG 463 62 52
_W__ _WYG 474 59 54
_W__ WB__ 476 54 60
_W__ _RWG 468 51 61
_W__ G_RG 463 58 64
_W__ G___ 467 46 68
_W__ _RWG 450 70 72
_W__ G___ 451 56 74
_W__ WB__ 581 51 103
_W__ _WYG 473 50 108

_W__ WB__ 456 43 136
_W__ G___ 455 44 226
_W__ _RWG 460 42 245
_W__ _GWY 457 39 251
_W__ WB__ 474 48 260
_W__ _GWY 471 46 265
_W__ _RWG 465 38 269
_W__ G_RG 496 51 299
_W__ YWWW 463 65 302
_W__ YWWW 446 69 319
_W__ YWWW 432 54 322
_W__ G___ 407 53 325
_W__ YWWW 444 50 330
_W__ WB__ 484 62 336
_W__ WB__ 484 49 347
_W__ _RWG 483 53 349
_W__ _RWG 473 41 361
_W__ _WYG 471 63 381
_W__ _RWG 470 52 397
_W__ WB__ 481 53 427
_W__ _RWG 456 46 461
_W__ WB__ 468 30 534
_W__ _WYG 483 54 559
_W__ WB__ 473 37 561
_W__ _WGY 469 39 659
_W__ YWWW 469 38 662
_W__ WB__ 473 36 668
_W__ _WGY 316 58 683
_W__ _GWY 305 79 685
_W__ _WGY 329 55 692
_W__ WB__ 462 47 699
_W__ WB__ 459 41 705
_W__ _RWG 454 38 712
_W__ WB__ 456 39 845
_W__ _WYG 460 37 862
_W__ _WYG 496 56 876
_W__ _WYG 494 58 883
_W__ W___ 463 32 945
_W__ YY__ 472 109 971
_W__ GGW_right 502 123 973
_W__ GGW_right 526 125 1064
_W__ _WYG 485 97 1109
_W__ W___ 461 82 1138
_W__ W___ 461 50 1150
_W__ _WYG 464 56 1164
_W__ _WYG 461 58 1234
_W__ G_RG 437 48 1246
_W__ _WYG 461 39 1250
_W__ WRR_ 459 47 1258

_W__ G_RG 473 63 1269
_W__ WRR_ 459 70 1275
_W__ _WYG 458 85 1534
_W__ WRR_ 458 80 1541
_W__ _WGY 461 92 1572
_W__ G_RG 437 96 1579
_W__ _WYG 459 94 1588
_W__ WRR_ 472 81 1652
_W__ WRR_ 435 69 1664
_W__ _WYG 445 63 1715
_W__ _RWG 446 50 1729
_W__ G_RG 455 89 1735
_W__ _WYG 457 73 1744
G___ _RWG 413 35 50
G___ _RWG 423 43 62
G___ _W__ 440 44 67
G___ _RWG 412 45 86
G___ _W__ 416 45 135
G___ _W__ 421 48 227
G___ _GWY 408 52 250
G___ _GWY 425 48 258
G___ _GWY 369 36 272
G___ YWWW 414 40 287
G___ YWWW 422 43 310
G___ _W__ 383 46 325
G___ YWWW 388 49 335
G___ WRR_ 421 45 338
G___ _RWG 453 44 346
G___ YY__ 441 62 349
G___ WB__ 459 45 358
G___ YY__ 440 55 360
G___ _WYG 456 50 368
G___ _RWG 464 25 373
WRR_ _RWG 452 6 336
WRR_ G___ 431 50 339
WRR_ G_RG 444 44 1260
WRR_ _W__ 439 65 1265
WRR_ GR_Y 464 90 1267
WRR_ GY_W 475 116 1277
WRR_ _Y__ 487 117 1296
WRR_ GGRG 479 125 1346
WRR_ _WWY 479 122 1464
WRR_ _WYG 477 129 1485
WRR_ _WWY 472 130 1497
WRR_ _WWY 478 121 1518
WRR_ GGRG 449 122 1526
WRR_ GGRG 441 125 1533
WRR_ _WYG 452 130 1546
WRR_ _WWY 471 145 1549

WRR_ YGWY 558 150 1569
WRR_ GGRG 530 168 1576
WRR_ YYRG 536 179 1579
WRR_ GR_Y 546 188 1581
WRR_ _WWY 556 113 1586
WRR_ _WYG 528 102 1588
WRR_ _WWY 543 95 1599
WRR_ _WYG 511 110 1612
